placekey,parent_placekey,location_name,street_address,city,region,postal_code,iso_country_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type
222-222@5z5-2m9-yy9,,Belmont Village Thousand Oaks,3680 N Moorpark Rd,Thousand Oaks,CA,91360,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,43,16,"[3,8,6,8,9,4,5]","[0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0]",061110064001,"{""061110015032"":4,""061110074021"":4,""061110012012"":4,""061110075051"":4,""060372695004"":4}",{},"{""061110064001"":7,""061110047102"":4,""060372695004"":4}","{""US"":15}",11565,100.0,"{""<5"":0,""5-10"":8,""11-20"":5,""21-60"":6,""61-120"":3,""121-240"":3,"">240"":18}","{""76"":5,""Costco"":5,""ARCO"":5,""Carl's Jr."":5,""Petco"":3,""Walmart"":3,""Chevron"":3,""Ross Stores"":3,""Pressed Juicery"":3,""ARC Document Solutions"":3,""Pet Food Express"":3,""Kaiser Permanente"":3,""Starbucks"":3,""Numero Uno Markets"":3,""Vons"":3,""Office Depot"":3,""Walgreens"":3,""McDonald's"":3,""Pizza Hut"":3,""Subway"":3}","{""Chevron"":25,""76"":19,""Costco"":19,""In-N-Out Burger"":19,""Petco"":13,""Ross Stores"":13,""Starbucks"":13,""Vons"":13,""Walgreens"":13,""ARCO"":13,""Carl's Jr."":13,""McDonald's"":13,""Fatburger"":6,""Walmart"":6,""CarMax"":6,""Trader Joe's"":6,""Target"":6,""Chipotle Mexican Grill"":6,""Cinnabon"":6,""DIY Home Center"":6}","{""android"":9,""ios"":6}"
238-222@5vg-9wj-fzz,zzw-224@5vg-9wj-jjv,Banana Republic,2990 Livermore Outlets Dr Ste 2990,Livermore,CA,94551,US,SG_BRAND_5d2758b0af610b24084e8e844cd93030,Banana Republic,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,7,7,"[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",060014513003,"{""060014512012"":5,""060133551151"":4}","{""06001430200"":4,""06077003108"":4,""06001451201"":4}","{""060014512012"":4}","{""US"":6}",29004,20.0,"{""<5"":0,""5-10"":1,""11-20"":3,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":1}","{""Simon mall"":100,""Ann Taylor"":29,""L'Occitane"":29,""Disney Store"":14,""Radisson"":14,""Hugo Boss"":14,""Volcom"":14,""Ross Stores"":14,""7 For All Mankind"":14,""Kaiser Permanente"":14,""Kirkland's"":14,""Saint Laurent"":14,""Theory"":14,""Columbia Sportswear"":14,""Yankee Candle"":14,""Cole Haan"":14,""Panda Express"":14,""Superdry"":14,""Timbuk2"":14,""Westfield"":14}","{""Simon mall"":100,""Starbucks"":57,""Target"":43,""Costco"":43,""Safeway"":29,""Ann Taylor"":29,""L'Occitane"":29,""Cole Haan"":29,""Hyatt Regency"":14,""Zara"":14,""Disney Store"":14,""AdventHealth"":14,""Radisson"":14,""Hugo Boss"":14,""Jamba"":14,""Topman"":14,""Safeway Fuel Station"":14,""Volcom"":14,""Ross Stores"":14,""7 For All Mankind"":14}","{""android"":6,""ios"":0}"
zzw-222@627-wd8-w6k,,Marlboro Discount Wines & Liquors,2317 Stillwell Ave,Brooklyn,NY,11223,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,35,23,"[6,5,6,2,4,8,4]","[0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0]",360470382001,"{""360470374023"":4,""360470029012"":4,""360470382002"":4,""360470404002"":4}","{""36047038200"":5,""36061023400"":4,""36047040800"":4,""36047038300"":4}","{""360470304001"":4,""360470410002"":4,""340030211004"":4,""360470382002"":4,""360470382001"":4}","{""US"":18}",1160,14.0,"{""<5"":2,""5-10"":9,""11-20"":8,""21-60"":5,""61-120"":2,""121-240"":5,"">240"":4}","{""BP"":9,""Stop & Shop"":9,""United States Postal Service (USPS)"":9,""Mobil"":6,""Burger King"":6,""Circle K Gas"":3,""Walmart"":3,""Food Bazaar Supermarket"":3,""Chipotle Mexican Grill"":3,""The Salvation Army"":3,""7-Eleven"":3,""Suzuki"":3,""Costco"":3,""Boost Mobile"":3,""Swarovski"":3,""TangerOutlets"":3,""Sleep Inn"":3}","{""BP"":17,""Dunkin'"":17,""Walmart"":9,""Baskin Robbins"":9,""Mobil"":9,""Burger King"":9,""Rita's Italian Ice"":4,""Circle K Gas"":4,""IHOP"":4,""Food Bazaar Supermarket"":4,""Chipotle Mexican Grill"":4,""DHL"":4,""The Salvation Army"":4,""Bolla Market"":4,""7-Eleven"":4,""Popeyes Louisiana Kitchen"":4,""Papa John's"":4,""Wendy's"":4,""Barnes and Noble College"":4,""Suzuki"":4}","{""android"":18,""ios"":5}"
zzy-222@63h-tsj-y5f,,Hamburg Cemetery,Hamburg Cemetery,Lancaster,OH,43130,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,2,2,"[0,0,0,0,1,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",390450325001,{},{},"{""390450325004"":4}",{},,50.5,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}"
226-222@628-pnw-pjv,,Core Power Barre Fishtown,113 E Girard Ave,Philadelphia,PA,19125,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,7,7,"[0,0,0,2,0,1,4]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0]",421010158004,{},{},{},"{""US"":5}",26021,42.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":5,""61-120"":2,""121-240"":0,"">240"":0}","{""Petco"":14,""Fairfield Inn & Suites by Marriott"":14,""Speedway"":14,""Hampton"":14,""QuickChek"":14,""Sunoco"":14}","{""Wawa"":29,""Petco"":14,""Uni Mart"":14,""Trader Joe's"":14,""Fairfield Inn & Suites by Marriott"":14,""ALDI"":14,""honeygrow"":14,""Speedway"":14,""DTR/VILLA"":14,""Hampton"":14,""QuickChek"":14,""Ralph's Italian ices & Ice Cream"":14,""Kung Fu Tea"":14,""Visiting Angels"":14,""CVS"":14,""Pet Supplies Plus"":14,""Sally Beauty Supply"":14,""Sunoco"":14,""Dollar Tree"":14}","{""android"":7,""ios"":4}"
226-222@5zb-xn6-t5f,zzy-222@5zb-xn6-snq,Einstein Brothers,4912 E Shea Blvd,Scottsdale,AZ,85254,US,SG_BRAND_865a3b4c9e4f9d136714c4c6a5eded67,Einstein Brothers,2021-01-04T00:00:00-07:00,2021-01-11T00:00:00-07:00,20,20,"[5,0,3,3,2,5,2]","[0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",040131032092,"{""040131032112"":4,""040136129002"":4,""040131035023"":4,""040131050031"":4,""040136152001"":4}","{""04013612900"":5,""04013105004"":4,""04013420504"":4,""04013105003"":4}","{""040134205042"":5,""040131052003"":4,""040131050031"":4,""181050001003"":4}","{""US"":20}",7267,27.5,"{""<5"":1,""5-10"":4,""11-20"":3,""21-60"":7,""61-120"":3,""121-240"":1,"">240"":1}","{""Bank of America"":15,""Postino"":10,""Starbucks"":10,""Target"":5,""Church's Chicken"":5,""Cadillac"":5,""Plato's Closet"":5,""Supercuts"":5,""PetSmart"":5,""CrossFit"":5,""Dutch Bros Coffee"":5,""Discount Tire"":5,""DoubleTree by Hilton"":5,""ARCO"":5,""Valero Energy"":5,""Nordstrom"":5}","{""Starbucks"":35,""Fry's Food & Drug Stores"":30,""Taco Bell"":20,""Costco"":20,""Bank of America"":20,""Walmart"":15,""Postino"":15,""Target"":15,""Tesla Motors"":15,""The Home Depot"":15,""Five Below"":15,""CrossFit"":15,""Dutch Bros Coffee"":15,""Chick-fil-A"":15,""McDonald's"":15,""Circle K Gas"":10,""Chipotle Mexican Grill"":10,""NextCare Urgent Care"":10,""PetSmart"":10,""Zinburger Wine & Burger Bar"":10}","{""android"":4,""ios"":17}"
224-222@63t-ywj-4y9,,Burger King,5822 Telegraph Rd,Taylor,MI,48180,US,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,Burger King,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,52,51,"[10,3,7,4,13,9,6]","[0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0]",261635831005,"{""261635791001"":5,""261251580004"":4,""261614070002"":4,""261635812002"":4,""261635727004"":4,""470359707023"":4,""261635844002"":4,""260992314001"":4,""261635549002"":4,""261635870003"":4}","{""26163565900"":5,""26163572800"":5,""26163572600"":4,""26163585900"":4,""26163572700"":4,""26163535500"":4,""26163572500"":4,""26163571000"":4,""26163567000"":4,""26163583000"":4,""26163584400"":4}","{""261635750004"":5,""261635727004"":4,""261635541003"":4,""261635835002"":4,""261635583001"":4,""261251619002"":4,""261635726005"":4,""261635729003"":4,""261635728004"":4,""261251580004"":4}","{""US"":45}",5065,6.5,"{""<5"":6,""5-10"":38,""11-20"":4,""21-60"":3,""61-120"":0,""121-240"":0,"">240"":1}","{""McDonald's"":12,""Walmart"":10,""Shell Oil"":10,""CITGO"":8,""Marathon"":8,""BP"":6,""Amazon Distribution"":6,""Dollar Tree"":6,""The Home Depot"":4,""Mobil"":4,""Holiday Inn Express"":4,""Walgreens"":4,""Fresenius Kidney Care"":2,""Advance Auto Parts"":2,""Target"":2,""Olive Garden"":2,""Kroger"":2,""Harbor Freight Tools"":2,""Lowe's"":2,""MOD Pizza"":2}","{""McDonald's"":43,""Walmart"":33,""Marathon"":25,""Taco Bell"":20,""Dollar Tree"":20,""Wendy's"":14,""Kroger"":12,""The Home Depot"":12,""GameStop"":12,""Shell Oil"":12,""BP"":10,""Speedway"":10,""CITGO"":10,""Meijer"":10,""Sunoco"":10,""Lowe's"":8,""Starbucks"":8,""Mobil"":8,""CVS"":8,""Tim Hortons"":8}","{""android"":28,""ios"":21}"
222-222@63j-2t2-6zf,,Faithful Beginnings,1574 W State Road 234,Fortville,IN,46040,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,3,1,"[1,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",180594102004,{},{},{},{},,5.0,"{""<5"":0,""5-10"":3,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":4}"
225-222@5xc-kgx-r8v,,Karver Sandwich Bar,4725 SW Lombard Ave Ste 106,Beaverton,OR,97005,US,,,2021-01-04T00:00:00-08:00,2021-01-11T00:00:00-08:00,2,2,"[0,1,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",410670311002,"{""490351135143"":4}","{""49035113514"":4,""41067031610"":4}",{},"{""US"":4}",,103.5,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}",{},{},"{""android"":4,""ios"":0}"
zzw-222@8gh-5rw-vs5,,Brown Alec E Dr Dntst,1529 Shirley St,Columbia,SC,29205,US,,,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,5,5,"[2,0,0,1,1,1,0]","[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450790022001,"{""450790114153"":4}",{},"{""450790114153"":4}","{""US"":8}",19103,43.0,"{""<5"":0,""5-10"":0,""11-20"":2,""21-60"":1,""61-120"":2,""121-240"":0,"">240"":0}","{""Circle K Gas"":20,""Target"":20,""BP"":20,""Wells Fargo"":20,""McDonald's"":20,""Food Lion"":20,""Shell Oil"":20}","{""Shell Oil"":60,""Circle K Gas"":40,""Taco Bell"":40,""Lowe's"":40,""Hobby Lobby Stores"":40,""Wild Birds Unlimited"":40,""Sally Beauty Supply"":40,""Dollar Tree"":40,""Sonic"":20,""Coldwell Banker"":20,""Anytime Fitness"":20,""Target"":20,""BP"":20,""PetSmart"":20,""Wendy's"":20,""Prisma Health"":20,""Circle K"":20,""Chick-fil-A"":20,""Wells Fargo"":20,""Batteries Plus Bulbs"":20}","{""android"":4,""ios"":4}"
223-222@8g9-xqs-n5z,,KFC,4415 Western Ave,Knoxville,TN,37921,US,SG_BRAND_75e52dcc790fbad91ae83227c0fb6e2f,KFC,2021-01-04T00:00:00-05:00,2021-01-11T00:00:00-05:00,32,32,"[11,1,6,5,7,2,0]","[0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",470930039011,"{""470930061031"":5,""470930046072"":4,""470930039011"":4,""470930046152"":4,""470930038021"":4,""470930060022"":4,""470930043002"":4,""470930057112"":4,""470930044031"":4}","{""47093004615"":6,""47093004607"":4,""47093003901"":4,""47093003802"":4,""47009010700"":4,""47093001400"":4,""47093007000"":4,""47093004403"":4}","{""470930038022"":5,""470930008003"":5,""470930046072"":4,""470930044031"":4,""470930060022"":4,""470930069002"":4,""470930028002"":4}","{""US"":31}",6512,7.5,"{""<5"":5,""5-10"":25,""11-20"":1,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}","{""Walmart"":16,""McDonald's"":16,""Walgreens"":13,""Dollar General"":9,""Starbucks"":9,""O'Charley's"":9,""Shell Oil"":9,""Target"":6,""Ross Stores"":6,""Taco Bell"":6,""First Watch Restaurants"":6,""Popeyes Louisiana Kitchen"":6,""Kroger Fuel Center"":6,""Weigel's"":6,""United States Postal Service (USPS)"":6,""Waffle House"":6,""Phillips 66"":6,""Exxon Mobil"":6,""Subway"":6,""Dollar Tree"":6}","{""Walmart"":41,""Weigel's"":41,""McDonald's"":38,""Walgreens"":28,""Burger King"":28,""Starbucks"":25,""Exxon Mobil"":25,""Taco Bell"":22,""Dollar General"":22,""Cellular Sales"":19,""Target"":19,""Chick-fil-A"":19,""Shell Oil"":19,""Dunkin'"":19,""Kroger"":16,""Wendy's"":16,""Krystal"":13,""Kroger Fuel Center"":13,""CVS"":13,""Sam's Club"":13}","{""android"":17,""ios"":12}"
227-222@5r8-fbp-7kf,,Full Gospel Churches International,106 W 19th St,Owasso,OK,74055,US,,,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,25,11,"[5,5,3,3,3,6,0]","[0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",401430058011,"{""401430058011"":4}","{""40143005807"":4,""40143005801"":4}","{""401430073122"":4}","{""US"":10}",2893,38.0,"{""<5"":0,""5-10"":8,""11-20"":2,""21-60"":5,""61-120"":3,""121-240"":5,"">240"":2}","{""Sonic"":14,""Walmart"":10,""10 Gym"":5,""Belk"":5,""Hallmark Cards"":5,""Little Caesars"":5,""Ollie's Bargain Outlet"":5,""Planet Fitness"":5,""Simon mall"":5,""Freddy's Frozen Custard"":5,""T.J. Maxx"":5,""The Home Depot"":5,""Hobby Lobby Stores"":5,""Daylight Donuts"":5,""Braum's Ice Cream and Dairy Stores"":5,""Bass Pro Shops"":5,""Dollar General"":5,""Reasor's"":5,""Academy Sports + Outdoors"":5,""QuikTrip"":5}","{""Walmart"":45,""QuikTrip"":27,""Chick-fil-A"":27,""Sam's Club"":27,""Sonic"":18,""Casey's General Stores"":18,""Lowe's"":18,""The Home Depot"":18,""Daylight Donuts"":18,""Ron's Hamburgers & Chili"":18,""Big Lots Stores"":18,""Kum & Go"":18,""Dollar Tree"":18,""10 Gym"":9,""Belk"":9,""Hallmark Cards"":9,""Little Caesars"":9,""Wings To Go"":9,""Ollie's Bargain Outlet"":9,""Chipotle Mexican Grill"":9}","{""android"":6,""ios"":4}"
zzy-222@8f7-ddw-g8v,,Dollar General,9149 Kilpatrick St,Noxapater,MS,39346,US,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,2021-01-04T00:00:00-06:00,2021-01-11T00:00:00-06:00,83,55,"[14,10,11,12,7,9,20]","[0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,1,3,4,1,0,2,0,0,0,0]",281599505003,"{""281599505003"":9,""281599503004"":7,""281599502004"":5,""281599505004"":4,""281599502003"":4,""280199502003"":4,""281599505002"":4,""280750107001"":4,""280990102001"":4,""281599505001"":4,""281599504003"":4,""280990102002"":4}","{""28159950500"":20,""28159950200"":12,""28075010700"":4,""28105950700"":4,""28095950502"":4,""28159950300"":4}","{""281599505003"":11,""281599502004"":6,""281599503002"":5,""481677218001"":4,""281599505004"":4,""281059507004"":4,""280990104004"":4,""281010503005"":4,""281599505001"":4,""280959505011"":4,""281599504002"":4,""281599503004"":4,""281599502003"":4}","{""US"":52}",12883,12.0,"{""<5"":2,""5-10"":33,""11-20"":18,""21-60"":14,""61-120"":1,""121-240"":2,"">240"":13}","{""Walmart"":21,""Vowells Market"":13,""Lowe's"":8,""United States Postal Service (USPS)"":5,""Sonic"":3,""Wendy's"":3,""McDonald's"":3,""Tractor Supply Co."":3,""Hibbett Sports"":1,""Toyota"":1,""Pure Barre"":1,""Murphy USA"":1,""Taco Bell"":1,""Health Street"":1,""KFC"":1,""Popeyes Louisiana Kitchen"":1,""Love's Travel Stops and Country Stores"":1,""O'Reilly Auto Parts"":1,""Red Roof Inn"":1,""Hardee's"":1}","{""Walmart"":64,""Vowells Market"":25,""McDonald's"":20,""Lowe's"":16,""Wendy's"":15,""Sonic"":11,""Chevron"":11,""Taco Bell"":11,""Dollar Tree"":11,""Dirt Cheap"":9,""Subway"":9,""Family Dollar Stores"":9,""Health Street"":7,""KFC"":7,""United States Postal Service (USPS)"":7,""Tractor Supply Co."":7,""Murphy USA"":5,""Popeyes Louisiana Kitchen"":5,""Texaco"":5,""Hardee's"":5}","{""android"":20,""ios"":35}"
